,activation,alpha,batch_size,estimator,hidden_layer_sizes1,hidden_layer_sizes2,max_iter,solver
0,0,0.006639704319172589,66.0,0,71.0,49.0,3256.0,1
1,0,0.004318476747552945,93.0,0,74.0,46.0,3756.0,1
2,2,0.0026445028430751682,55.0,0,60.0,39.0,2987.0,1
3,0,0.006560173109149045,74.0,0,70.0,47.0,4048.0,1
4,0,0.005304952004205449,141.0,0,87.0,47.0,4790.0,1
5,0,0.007382753509413729,99.0,0,91.0,34.0,4222.0,1
6,2,0.006201311276791733,129.0,0,81.0,42.0,4314.0,0
7,2,0.0016307488887756928,132.0,0,57.0,40.0,3895.0,1
8,0,0.006698392167298284,54.0,0,72.0,49.0,2713.0,1
9,0,0.0036769284767260166,57.0,0,90.0,50.0,3234.0,1
10,0,0.008235151166478293,128.0,0,78.0,49.0,4984.0,1
11,0,0.002496294085159763,74.0,0,61.0,48.0,4653.0,0
12,2,0.0031954049786563194,83.0,0,91.0,38.0,4420.0,0
13,2,0.00674770005053485,119.0,0,64.0,47.0,4817.0,1
14,0,0.006319621899556293,113.0,0,77.0,45.0,3299.0,0
15,0,0.006472417079442002,78.0,0,91.0,48.0,3469.0,1
16,0,0.004494923550427333,81.0,0,71.0,31.0,3786.0,1
17,0,0.008221650831195733,129.0,0,54.0,37.0,2889.0,1
18,0,0.005326621062094702,94.0,0,80.0,37.0,3969.0,1
19,0,0.001580546915449804,83.0,0,65.0,38.0,3420.0,1
20,2,0.00655885602814892,50.0,0,86.0,49.0,2670.0,1
21,0,0.00908671985630118,116.0,0,95.0,42.0,3511.0,1
22,2,0.001370148644819655,93.0,0,55.0,30.0,3359.0,1
23,0,0.0033977464728657193,55.0,0,74.0,32.0,4225.0,1
24,0,0.002453888893650218,71.0,0,90.0,35.0,3738.0,1
25,0,0.003745554270197869,82.0,0,56.0,36.0,4416.0,1
26,0,0.009909253186201502,50.0,0,69.0,35.0,3558.0,1
27,0,0.009925781533958872,54.0,0,65.0,42.0,4142.0,1
28,0,0.004322660278376125,86.0,0,70.0,36.0,3126.0,1
29,0,0.008148687157025894,118.0,0,66.0,40.0,4312.0,1
30,2,0.0044428431441925565,78.0,0,57.0,49.0,3309.0,1
31,0,0.0057893748989573945,92.0,0,93.0,37.0,3333.0,1
32,0,0.001555834504344585,59.0,0,69.0,41.0,4440.0,1
33,0,0.00494870610335243,132.0,0,58.0,44.0,4243.0,1
34,2,0.002279680245516781,130.0,0,84.0,36.0,3952.0,1
35,0,0.001934690607577488,84.0,0,50.0,35.0,2855.0,1
36,0,0.0032287137092178422,100.0,0,82.0,46.0,4884.0,1
37,0,0.007077398045006465,108.0,0,95.0,49.0,3140.0,1
38,2,0.0031275989681234405,84.0,0,95.0,39.0,4055.0,1
39,0,0.005086865922771062,114.0,0,73.0,42.0,3559.0,1
40,0,0.009945918427927202,73.0,0,81.0,45.0,3526.0,1
41,2,0.0019863617997405306,109.0,0,98.0,44.0,2650.0,1
42,2,0.0025002589960002723,81.0,0,96.0,41.0,2741.0,1
43,0,0.007081016956242127,108.0,0,83.0,38.0,3654.0,1
44,0,0.004897329611623808,69.0,0,70.0,40.0,3726.0,1
45,0,0.007647664801220817,90.0,0,69.0,43.0,4188.0,1
46,2,0.0011328245776738282,61.0,0,100.0,49.0,3339.0,1
47,0,0.009338461893191267,80.0,0,94.0,40.0,4550.0,1
48,0,0.005422272779552725,81.0,0,93.0,46.0,3442.0,1
49,2,0.008090882646814812,55.0,0,84.0,49.0,3333.0,0
50,0,0.0020425361936095305,91.0,0,99.0,49.0,4341.0,1
51,0,0.004595238275130575,112.0,0,74.0,47.0,4323.0,1
52,0,0.009126984866166593,107.0,0,77.0,33.0,2685.0,1
53,2,0.007908798618468327,119.0,0,60.0,36.0,4242.0,1
54,0,0.00946193648295221,90.0,0,63.0,31.0,2638.0,1
55,2,0.0018522435346202772,126.0,0,96.0,47.0,3190.0,1
56,0,0.006042697824727052,116.0,0,68.0,43.0,3903.0,1
57,2,0.004335005714174898,129.0,0,89.0,31.0,3693.0,1
58,2,0.009795969872901898,135.0,0,94.0,38.0,3186.0,1
59,0,0.0022590724953390116,68.0,0,100.0,36.0,3985.0,1
60,2,0.002667030910537675,61.0,0,92.0,43.0,3094.0,1
61,0,0.0053738815823914056,135.0,0,58.0,31.0,2939.0,1
62,0,0.004583170767369159,102.0,0,65.0,34.0,4894.0,1
63,0,0.003074998144801112,136.0,0,59.0,37.0,2753.0,1
64,2,0.009343700170557715,92.0,0,74.0,31.0,4170.0,1
65,2,0.005903006166817617,106.0,0,78.0,44.0,3381.0,1
66,2,0.0026825625828545163,92.0,0,79.0,35.0,4360.0,1
67,2,0.0034735340217550877,105.0,0,75.0,31.0,4025.0,0
68,2,0.008566671547322827,53.0,0,60.0,42.0,2552.0,1
69,2,0.007811875150619581,67.0,0,87.0,48.0,3409.0,1
70,0,0.0037482867253252755,87.0,0,52.0,37.0,2930.0,1
71,0,0.006168189862419909,105.0,0,64.0,43.0,4270.0,1
72,0,0.00834046490413124,50.0,0,67.0,44.0,3915.0,1
73,0,0.009665616581678593,85.0,0,80.0,48.0,2996.0,1
74,2,0.006341472336796843,89.0,0,78.0,31.0,4221.0,1
75,0,0.005158269131479456,63.0,0,67.0,50.0,2770.0,1
76,0,0.0027023126452585837,99.0,0,71.0,31.0,2829.0,1
77,2,0.0039033116317045325,52.0,0,97.0,43.0,3208.0,1
78,0,0.009333438117926389,83.0,0,66.0,34.0,4959.0,1
79,2,0.008021047420476232,54.0,0,53.0,32.0,2532.0,1
80,0,0.0023982212734942492,120.0,0,70.0,48.0,4885.0,1
81,0,0.006278350290991539,84.0,0,84.0,31.0,2678.0,1
82,0,0.008858985708062143,140.0,0,86.0,47.0,2955.0,1
83,0,0.005754238496749317,51.0,0,78.0,30.0,3078.0,1
84,0,0.008908508347593744,121.0,0,95.0,36.0,3039.0,1
85,0,0.006969717589832957,119.0,0,81.0,43.0,4946.0,1
86,2,0.007497778791044414,65.0,0,79.0,31.0,4447.0,1
87,2,0.004385058610155479,106.0,0,70.0,30.0,3530.0,1
88,2,0.0010589315295840467,56.0,0,58.0,48.0,4574.0,1
89,0,0.004781620699956912,123.0,0,66.0,37.0,4684.0,1
90,0,0.0049100566891549634,127.0,0,69.0,44.0,3969.0,1
91,0,0.002779102048479252,68.0,0,61.0,37.0,3232.0,1
92,0,0.0014393043177079552,107.0,0,74.0,43.0,4546.0,1
93,0,0.004306544015876302,112.0,0,91.0,46.0,3911.0,1
94,0,0.0064527466284347666,119.0,0,83.0,33.0,3347.0,1
95,0,0.009351074761537884,88.0,0,91.0,50.0,4029.0,1
96,2,0.0032120335660829466,67.0,0,99.0,31.0,2594.0,1
97,0,0.009440354002965072,67.0,0,71.0,42.0,3636.0,1
98,0,0.007750140476816457,110.0,0,86.0,35.0,3049.0,1
99,2,0.0047652893575143565,77.0,0,83.0,42.0,2970.0,1
100,0,0.005571283231913776,125.0,0,62.0,34.0,4505.0,1
101,0,0.009641541658399961,57.0,0,75.0,40.0,3353.0,1
102,0,0.007561215483526872,137.0,0,80.0,46.0,3404.0,1
103,0,0.0017840255507885635,64.0,0,81.0,37.0,3524.0,1
104,0,0.004244184065882867,79.0,0,58.0,33.0,4823.0,1
105,0,0.007683271980214184,100.0,0,96.0,42.0,4861.0,1
106,0,0.004122581707099086,82.0,0,55.0,32.0,3753.0,1
107,2,0.004064093868315464,134.0,0,55.0,32.0,3785.0,0
108,0,0.0049736699584307185,76.0,0,62.0,44.0,3348.0,1
109,2,0.0099536955506366,53.0,0,64.0,46.0,3008.0,1
110,0,0.009676569853621472,77.0,0,93.0,43.0,3224.0,1
111,2,0.007342555455201197,106.0,0,64.0,36.0,2683.0,1
112,0,0.00998380638804896,98.0,0,74.0,30.0,3276.0,1
113,0,0.007114996685241515,54.0,0,66.0,42.0,2714.0,1
114,2,0.003968264463281538,107.0,0,80.0,43.0,3655.0,1
115,0,0.004153858452913722,65.0,0,83.0,30.0,4807.0,1
116,0,0.003140817784250051,56.0,0,92.0,45.0,4612.0,1
117,2,0.008611079416546452,59.0,0,92.0,37.0,4204.0,1
118,0,0.005737023982747443,94.0,0,77.0,35.0,3555.0,1
119,0,0.003012627193849224,138.0,0,96.0,38.0,4001.0,1
120,0,0.0024382541304664726,129.0,0,61.0,43.0,4998.0,1
121,2,0.006699252104893001,116.0,0,97.0,30.0,3809.0,1
122,0,0.00835752161385181,112.0,0,58.0,41.0,4096.0,1
123,2,0.009927872212071847,121.0,0,84.0,30.0,4070.0,1
124,2,0.007422302234016699,79.0,0,80.0,33.0,2979.0,1
125,2,0.002203721145190603,101.0,0,75.0,44.0,4112.0,1
126,0,0.006378450053458184,119.0,0,67.0,48.0,3572.0,1
127,2,0.003109316734988997,122.0,0,51.0,37.0,2978.0,1
128,2,0.005501864834674157,121.0,0,72.0,32.0,3474.0,1
129,0,0.0088727080303244,58.0,0,59.0,32.0,4058.0,1
130,2,0.004780177051699322,117.0,0,78.0,50.0,4107.0,1
131,0,0.003990009747743483,92.0,0,99.0,37.0,4488.0,1
132,0,0.004456126133213707,58.0,0,74.0,41.0,4060.0,1
133,0,0.005143969036415315,67.0,0,63.0,42.0,3303.0,1
134,0,0.0018734712369335286,71.0,0,91.0,43.0,3367.0,1
135,2,0.0029848919543215917,135.0,0,74.0,43.0,4777.0,1
136,2,0.009539787933801988,105.0,0,81.0,42.0,4815.0,1
137,0,0.0021214967519586547,51.0,0,100.0,38.0,4000.0,1
138,0,0.009399392112062694,129.0,0,87.0,43.0,3881.0,1
139,0,0.007087973770668329,118.0,0,90.0,41.0,4975.0,1
140,0,0.0022695346908774465,90.0,0,74.0,32.0,3014.0,1
141,2,0.00501892798267329,64.0,0,52.0,41.0,2830.0,1
142,0,0.005629140061578832,91.0,0,58.0,43.0,4058.0,1
143,0,0.0043428746043202805,129.0,0,69.0,45.0,2836.0,1
144,0,0.003683828714465882,65.0,0,81.0,35.0,3903.0,1
145,0,0.0031712106891686825,121.0,0,89.0,40.0,3429.0,1
146,0,0.008722522641281217,139.0,0,92.0,33.0,4787.0,1
147,0,0.0016419616520868523,97.0,0,53.0,32.0,4229.0,1
148,2,0.005232875531994671,55.0,0,87.0,32.0,4661.0,1
149,0,0.0099970837133169,130.0,0,89.0,50.0,3620.0,1
150,0,0.006530522057994363,118.0,0,60.0,38.0,3237.0,1
151,0,0.007794579577189414,85.0,0,76.0,42.0,4252.0,1
152,0,0.00454933300546198,112.0,0,99.0,31.0,4680.0,1
153,0,0.00922276396599165,124.0,0,86.0,50.0,4848.0,1
154,0,0.00925342701434893,55.0,0,83.0,42.0,3117.0,1
155,0,0.002716849192052012,104.0,0,66.0,33.0,3790.0,0
156,0,0.0021487414254661294,81.0,0,64.0,43.0,3457.0,1
157,0,0.004927430781793795,82.0,0,64.0,34.0,3387.0,1
158,0,0.006039109690145308,114.0,0,57.0,33.0,3623.0,1
159,0,0.005575268471519781,96.0,0,88.0,44.0,4070.0,1
160,2,0.008200255046569252,51.0,0,62.0,42.0,3761.0,1
161,2,0.0021137154689420874,97.0,0,66.0,43.0,2509.0,1
162,0,0.005721827712710811,109.0,0,93.0,39.0,4245.0,1
163,0,0.002637339659521909,69.0,0,92.0,31.0,3346.0,0
164,0,0.006633681287023014,58.0,0,77.0,48.0,3006.0,1
165,0,0.00665895400919237,102.0,0,77.0,49.0,3903.0,1
166,2,0.003636310371792897,119.0,0,70.0,39.0,3555.0,1
167,0,0.00363521573441786,107.0,0,73.0,35.0,4023.0,1
168,1,0.007862738754261928,64.0,0,70.0,50.0,4765.0,1
169,2,0.0016556700964879404,143.0,0,74.0,39.0,3393.0,1
170,0,0.00881834609925598,125.0,0,83.0,35.0,4627.0,1
171,0,0.008190835868983398,127.0,0,87.0,44.0,4040.0,1
172,0,0.006118237029124006,120.0,0,90.0,36.0,2889.0,1
173,0,0.007544821883980639,103.0,0,74.0,32.0,3036.0,1
174,0,0.0014485768730904207,102.0,0,53.0,46.0,3542.0,1
175,0,0.0016670370882612704,123.0,0,73.0,37.0,3113.0,1
176,0,0.007900933321345787,72.0,0,75.0,46.0,2501.0,1
177,0,0.0035237169496729883,67.0,0,59.0,39.0,2503.0,1
178,0,0.004592317326106158,95.0,0,50.0,37.0,4792.0,1
179,0,0.006757092306465469,56.0,0,96.0,44.0,4074.0,1
180,0,0.005549489421600294,104.0,0,83.0,50.0,2983.0,1
181,2,0.0014721553826148837,67.0,0,55.0,33.0,3293.0,1
182,0,0.0027610954062738504,57.0,0,96.0,40.0,4131.0,1
183,2,0.0017154440472796476,112.0,0,61.0,50.0,3923.0,1
184,0,0.007563072175589832,54.0,0,92.0,32.0,4471.0,1
185,0,0.002847388790795006,91.0,0,66.0,41.0,2500.0,1
186,0,0.0016338594067621718,77.0,0,71.0,35.0,3521.0,1
187,0,0.0038559383752479965,107.0,0,99.0,33.0,4190.0,1
188,2,0.004475803290489621,69.0,0,71.0,40.0,3670.0,1
189,0,0.008866441369159593,70.0,0,75.0,33.0,4259.0,1
190,0,0.0070325925525763795,95.0,0,88.0,42.0,4494.0,1
191,0,0.001729672615560135,65.0,0,82.0,50.0,3012.0,1
192,2,0.009902274381040757,78.0,0,66.0,42.0,3948.0,1
193,0,0.005022130729124326,80.0,0,80.0,36.0,2607.0,1
194,0,0.0038336105672391275,61.0,0,77.0,35.0,2944.0,1
195,0,0.008659606348637668,50.0,0,90.0,43.0,4443.0,1
196,2,0.0062760228979044765,66.0,0,96.0,36.0,3160.0,1
197,0,0.002956950186451201,66.0,0,75.0,41.0,2805.0,1
198,2,0.006756887801971024,128.0,0,76.0,50.0,4997.0,1
199,2,0.005356328691990078,53.0,0,72.0,32.0,3274.0,1
200,2,0.00842657354714697,63.0,0,67.0,40.0,4581.0,1
201,0,0.0013726878999169572,64.0,0,50.0,40.0,2603.0,1
202,0,0.0025113747012757773,92.0,0,84.0,30.0,3581.0,1
203,0,0.004529564805525465,67.0,0,91.0,45.0,2796.0,1
204,0,0.0010580442426014218,58.0,0,50.0,41.0,2936.0,1
205,0,0.006886055572071154,118.0,0,63.0,38.0,4160.0,1
206,2,0.007328399257754432,70.0,0,60.0,35.0,3128.0,1
207,0,0.009741438050053997,100.0,0,85.0,44.0,4389.0,1
208,0,0.005281479778535067,120.0,0,92.0,35.0,3283.0,1
209,2,0.008762894701211044,75.0,0,58.0,47.0,4435.0,1
210,0,0.003273786659093257,51.0,0,64.0,31.0,3220.0,1
211,2,0.004582036152548443,61.0,0,59.0,43.0,3343.0,1
212,0,0.003708249605704528,68.0,0,56.0,31.0,4097.0,1
213,2,0.002889173474966724,136.0,0,61.0,38.0,4122.0,0
214,0,0.0035011002354786583,66.0,0,75.0,47.0,2906.0,1
215,0,0.005878453798791892,103.0,0,92.0,47.0,3940.0,1
216,0,0.008145209200050676,62.0,0,91.0,40.0,3775.0,1
217,0,0.0026478317219170797,96.0,0,99.0,37.0,2988.0,1
218,0,0.00461872520787047,58.0,0,80.0,43.0,2775.0,1
219,0,0.00913811504962235,60.0,0,88.0,37.0,4675.0,1
220,0,0.009707311565701666,127.0,0,90.0,36.0,4174.0,1
221,0,0.009441522011939832,85.0,0,57.0,31.0,3592.0,1
222,0,0.005067297618737371,110.0,0,92.0,32.0,3535.0,1
223,1,0.00417559304734887,83.0,0,78.0,48.0,4315.0,1
224,0,0.008053974168508702,102.0,0,65.0,48.0,3069.0,1
225,2,0.007709297179919724,56.0,0,74.0,35.0,4075.0,1
226,0,0.007225146954053036,69.0,0,69.0,41.0,3861.0,1
227,0,0.007975755205107989,101.0,0,92.0,48.0,2959.0,1
228,0,0.0063716428998591024,77.0,0,90.0,49.0,4878.0,1
229,0,0.005620462185168508,78.0,0,84.0,39.0,4890.0,1
230,1,0.005173644221677142,118.0,0,92.0,30.0,2663.0,1
231,0,0.00711936026520919,64.0,0,85.0,30.0,3809.0,1
232,2,0.00205556995229055,125.0,0,98.0,38.0,4881.0,1
233,0,0.008771655296172937,125.0,0,85.0,39.0,2781.0,1
234,0,0.008786277260252393,140.0,0,99.0,40.0,3380.0,1
235,0,0.0010257051875692926,95.0,0,59.0,49.0,3648.0,1
236,2,0.005485270648551332,128.0,0,54.0,42.0,3983.0,1
237,0,0.003539197704326599,134.0,0,59.0,41.0,2784.0,1
238,2,0.006432903046541826,125.0,0,80.0,35.0,3722.0,1
239,0,0.0012404368213542588,126.0,0,58.0,40.0,3726.0,1
240,0,0.006187345460879304,88.0,0,60.0,37.0,4471.0,1
241,1,0.00980276971407416,82.0,0,68.0,35.0,4167.0,1
242,2,0.008419931861385947,61.0,0,62.0,32.0,2681.0,1
243,2,0.0012880898419413609,117.0,0,60.0,47.0,3115.0,1
244,0,0.001430339295155105,86.0,0,62.0,43.0,3349.0,1
245,0,0.0057823238825763686,113.0,0,59.0,36.0,4558.0,1
246,0,0.009545693267418272,100.0,0,57.0,33.0,4207.0,1
247,0,0.005009285497433936,95.0,0,67.0,37.0,3525.0,1
248,0,0.007588391495960792,117.0,0,52.0,31.0,3411.0,1
249,2,0.00647676950775769,63.0,0,69.0,34.0,3618.0,1
250,0,0.005489679250897883,51.0,0,100.0,44.0,4565.0,1
251,0,0.008002069385309948,59.0,0,60.0,36.0,4241.0,1
252,0,0.006609011000605021,94.0,0,82.0,48.0,3657.0,1
253,2,0.002167965210699436,56.0,0,70.0,42.0,3586.0,1
254,0,0.0037777710147890928,103.0,0,69.0,32.0,3487.0,1
255,0,0.006248827508444193,71.0,0,86.0,46.0,3851.0,1
256,0,0.003074058703725588,83.0,0,68.0,40.0,2955.0,1
257,2,0.0015891286309707446,96.0,0,65.0,50.0,4971.0,1
258,2,0.00568632279388792,68.0,0,54.0,42.0,3635.0,1
259,0,0.008597651755244573,91.0,0,60.0,40.0,4429.0,1
260,0,0.003653528186825463,80.0,0,68.0,40.0,3575.0,1
261,0,0.005790664442681729,61.0,0,76.0,43.0,4111.0,1
262,1,0.0045348145233727495,115.0,0,86.0,33.0,3802.0,1
263,2,0.0099372784822231,130.0,0,71.0,41.0,4029.0,1
264,2,0.004399892524798752,55.0,0,64.0,41.0,2828.0,1
265,0,0.005576267974499902,63.0,0,80.0,39.0,2804.0,1
266,2,0.006170281509029964,56.0,0,88.0,45.0,2940.0,1
267,0,0.007262191382368654,51.0,0,100.0,41.0,3421.0,1
268,0,0.007358563398680641,97.0,0,83.0,49.0,2502.0,1
269,0,0.004613442346174701,88.0,0,63.0,32.0,3913.0,1
270,0,0.006087170772518066,65.0,0,63.0,48.0,4826.0,1
271,2,0.005880845442499058,59.0,0,91.0,47.0,4115.0,1
272,0,0.005057550716841846,137.0,0,71.0,30.0,3584.0,1
273,0,0.005203067265749624,108.0,0,61.0,30.0,3460.0,1
274,0,0.005782574484946472,112.0,0,69.0,36.0,3107.0,1
275,0,0.004255498078078526,99.0,0,85.0,33.0,4037.0,1
276,2,0.0026676832109071066,146.0,0,64.0,33.0,4968.0,1
277,2,0.00624658775459448,107.0,0,93.0,46.0,2629.0,1
278,0,0.008610676453786374,127.0,0,57.0,48.0,3953.0,1
279,2,0.008873480959563843,55.0,0,81.0,42.0,3866.0,1
280,0,0.008383508366001966,58.0,0,100.0,35.0,2938.0,1
281,0,0.00552844318059445,132.0,0,62.0,47.0,4582.0,1
282,0,0.006076802325069832,134.0,0,74.0,43.0,3052.0,1
283,2,0.004911557455842021,75.0,0,93.0,48.0,3411.0,1
284,0,0.0029865518193979497,109.0,0,71.0,36.0,3983.0,1
285,0,0.009719305736356664,106.0,0,56.0,41.0,4913.0,1
286,0,0.0016210598045476722,86.0,0,68.0,39.0,4349.0,1
287,0,0.006699401721741531,140.0,0,83.0,37.0,4756.0,1
288,0,0.003142200969426869,93.0,0,92.0,40.0,4169.0,1
289,2,0.003030210082148893,65.0,0,70.0,39.0,3513.0,1
290,2,0.008797722699769415,121.0,0,90.0,34.0,3437.0,1
291,0,0.0022958599736610016,67.0,0,81.0,45.0,4451.0,1
292,0,0.00612093386907935,50.0,0,67.0,33.0,4432.0,1
293,0,0.00852715745074408,91.0,0,60.0,32.0,3844.0,1
294,0,0.0018602739847402483,113.0,0,50.0,34.0,2983.0,1
295,0,0.0035950451248952186,88.0,0,73.0,46.0,2689.0,1
296,2,0.008551175187024114,131.0,0,91.0,42.0,3616.0,1
297,2,0.004888190124693532,131.0,0,75.0,47.0,4089.0,1
298,0,0.001061576401011165,112.0,0,73.0,38.0,3890.0,1
299,0,0.006737655734276432,113.0,0,95.0,38.0,4974.0,1
300,1,0.0011551679328356905,85.0,0,71.0,43.0,4411.0,1
301,0,0.004453065423440487,111.0,0,54.0,43.0,3198.0,1
302,2,0.0017608261309217546,76.0,0,66.0,45.0,2609.0,0
303,0,0.008788897205893677,65.0,0,59.0,32.0,2600.0,1
304,0,0.007855580572753536,77.0,0,80.0,40.0,4163.0,1
305,0,0.005322787758233322,117.0,0,67.0,32.0,3038.0,1
306,0,0.006495516550404129,94.0,0,73.0,43.0,4353.0,1
307,0,0.009354419264474442,78.0,0,65.0,35.0,4565.0,1
308,0,0.005463499062855766,112.0,0,100.0,49.0,3516.0,1
309,2,0.006140047436168743,93.0,0,83.0,35.0,3538.0,1
310,2,0.006850179555856366,66.0,0,94.0,38.0,2667.0,1
311,2,0.005482345181359777,57.0,0,88.0,33.0,3713.0,1
312,0,0.006421317193262417,52.0,0,80.0,39.0,3255.0,1
313,0,0.007394468702678525,115.0,0,55.0,50.0,3640.0,1
314,0,0.00562663185067648,66.0,0,99.0,38.0,3795.0,1
315,0,0.007866413166159558,112.0,0,99.0,50.0,2743.0,1
316,2,0.006877942047536507,54.0,0,91.0,48.0,2815.0,1
317,0,0.0026971757941247148,140.0,0,60.0,41.0,3850.0,1
318,0,0.0023155475672760454,139.0,0,57.0,35.0,3550.0,1
319,2,0.003731920220808327,109.0,0,99.0,40.0,4353.0,1
320,0,0.00852154832602594,91.0,0,80.0,34.0,4997.0,1
321,2,0.0046786073923636,136.0,0,91.0,44.0,4779.0,1
322,0,0.005362777180524195,81.0,0,76.0,32.0,4307.0,1
323,0,0.008642261747423653,85.0,0,74.0,37.0,3949.0,1
324,0,0.003026048901996676,59.0,0,60.0,39.0,4849.0,1
325,0,0.009456210994891927,103.0,0,79.0,37.0,4041.0,1
326,0,0.00818950386098665,87.0,0,61.0,42.0,3174.0,1
327,0,0.0053825329365641645,103.0,0,80.0,44.0,2847.0,1
328,0,0.009546621894708205,126.0,0,97.0,33.0,4804.0,1
329,0,0.005785537468180399,117.0,0,94.0,49.0,4114.0,1
330,1,0.006112466062991963,85.0,0,82.0,39.0,4271.0,1
